gene,length,low-mg1,low-mg2,ns1,ns2
rrlA,2905,204.276,305.561,355.533,233.097
rrfA,120,1.83772,3.99055,0.287697,5.38848e-6
mobB,528,2.44825,3.21726,1.23569,2.86527
mobA,585,11.2716,9.98458,19.9502,24.7766
yihD,270,133.097,86.1235,218.203,309.19
srkA,987,46.2241,40.5789,68.8339,86.2077
dsbA,627,91.4373,76.4097,129.791,140.792
yihF,1431,2.73586,2.29991,1.54501,1.39272
yihG,933,6.3959,6.09697,8.53305,9.08217
polA,2787,33.6614,25.464,67.3988,87.0716
spf,111,23.4163,25.5454,23.5702,42.7366
yihA,633,100.99,76.5137,128.404,140.802
csrC,246,1764.48,1841.49,262.51,279.374
yihI,510,125.964,98.1534,131.464,119.585
hemN,1374,70.3253,58.5766,86.7612,87.3948
yshB,111,197.015,244.94,181.827,197.538
glnG,1410,14.2845,13.7766,125.886,126.739
glnL,1050,9.38073,9.19088,162.906,167.065
glnA,1410,51.1832,53.6917,2383.62,1832.72
bipA,1824,614.599,602.024,1424.57,856.136
yihL,711,3.54704,3.82457,8.12157,11.6525
yihM,981,1.82993,1.34903,4.50602,6.8781
yihN,1266,0.613319,0.943924,0.793735,1.51113
ompL,693,0.396562,0.344655,0.289816,0.268216
yihO,1404,2.24688,2.52744,0.858929,0.870618
yihP,1386,1.94923,1.9036,1.81266,2.05141
yihQ,2037,1.77937,1.48512,1.02392,1.26565
yihR,927,5.1812,5.58124,0.541844,0.601752
yihS,1242,4.01145,4.43329,3.47896,4.87764
yihT,879,2.68591,2.00719,2.22846,3.02178
yihU,897,2.07321,1.93623,3.0797,3.07966
yihV,897,2.93855,3.04264,1.20388,3.6719
csqR,786,24.6436,21.6957,27.218,36.931
yihX,600,26.7214,22.2873,29.6177,51.4136
yihY,873,16.8559,12.0416,22.6101,38.6705
dtd,438,38.8685,32.5654,61.7371,99.0374
fabY,990,31.9534,22.7438,51.4501,78.7554
yiiE,219,0.367934,0.878147,0.11428,1.08784
yiiF,219,3.01705,3.26169,2.05704,2.90091
fdhE,930,51.4886,40.1879,134.943,136.614
fdoI,636,55.912,40.6835,128.55,117.471
fdoH,903,62.9655,48.1963,140.031,121.369
fdoG,3051,164.707,126.718,390.345,306.362
fdhD,834,22.2382,20.6799,23.6361,32.6107
yiiG,1056,1.42439,1.41868,1.90286,1.35852
frvR,1749,2.43299,2.47601,0.991296,1.2764
frvX,1071,2.5975,2.42005,2.15767,3.02629
frvB,1452,1.2256,0.962384,0.449883,0.805254
frvA,447,0.867272,0.595512,0.617315,0.712277
rhaM,315,4.14973,4.54159,1.59124,2.77698
rhaD,825,2.44992,2.90691,1.91758,3.25153
rhaA,1260,0.911518,1.10162,0.996889,1.34962
rhaB,1470,0.935467,1.11947,0.820391,0.940019
rhaS,837,2.66598,2.39322,1.5901,1.77701
rhaR,849,3.19972,3.37681,2.27753,3.5977
rhaT,1035,3.60973,3.4987,1.48034,1.71973
sodA,621,994.951,610.844,2850.58,2209.5
kdgT,984,3.84593,3.67051,4.44125,4.8324
yiiM,675,28.6662,25.7753,24.9928,37.7634
cpxA,1374,44.0107,34.9787,72.4077,100.565
cpxR,699,81.061,56.5909,143.091,195.563
cpxP,501,279.632,201.989,134.673,178.991
cpxQ,58,0,0.623704,0,0
fieF,903,75.5371,62.5351,91.1659,116.25
pfkA,963,258.941,205.541,379.627,810.605
sbp,990,20.9919,24.1827,15.5517,42.5038
cdh,756,6.28743,6.4045,10.8271,13.6647
tpiA,768,259.657,180.499,682.647,1074.53
yiiQ,600,17.8053,16.3175,45.4305,45.9713
yiiR,441,15.3467,14.0076,17.1213,24.4259
yiiS,300,43.5653,30.2579,33.1601,54.4202
uspD,429,82.2631,63.777,43.6761,74.7041
fpr,747,54.0213,36.2943,77.5758,97.5503
glpX,1011,22.6839,22.9536,59.4006,86.134
glpK,1509,69.4308,44.4568,382.268,465.319
glpF,846,32.359,23.8408,155.688,191.353
zapB,246,491.899,357.519,615.815,867.514
rraA,486,139.818,125.413,90.3444,175.057
menA,927,23.3416,19.5294,39.1482,47.6243
hslU,1332,68.9948,48.0479,133.478,159.191
hslV,531,72.2118,48.3845,109.829,138.957
ftsN,960,48.5167,47.8553,70.1138,81.8504
cytR,1026,27.3181,23.5858,66.9789,80.6554
priA,2199,16.6159,15.7732,34.1582,32.7199
rpmE,213,907.345,909.087,2970.35,2925.71
yiiX,609,19.48,22.8483,12.7769,13.9497
metJ,318,118.855,109.213,169.134,143.212
metB,1161,10.6302,11.1076,16.0542,19.7264
metL,2433,22.1087,22.194,47.6904,51.4244
metF,891,8.29418,7.33289,16.5449,12.8785
katG,2181,79.1054,55.5983,143.521,495.091
yijE,906,7.05037,6.70447,11.4759,19.9364
yijF,618,2.09229,2.74949,2.35575,2.62051
gldA,1104,5.45008,4.10445,10.9212,59.6568
fsaB,663,1.85297,1.8427,2.65046,4.16496
ptsA,2502,1.23536,1.32316,1.47655,2.06104
frwC,1080,0.793729,0.765927,0.720988,0.811772
frwB,321,1.45802,1.77136,2.18622,3.55106
pflD,2298,2.62659,2.31691,3.36825,3.94422
pflC,879,2.53874,1.97583,2.42845,3.83766
frwD,342,2.64311,2.68211,2.19897,3.10107
yijO,852,13.0765,10.4399,13.4108,13.9973
eptC,1734,30.484,27.2012,136.431,93.1246
ppc,2652,75.1422,55.9988,367.713,469.94
argE,1152,19.5729,17.8567,36.9382,53.6216
argC,1005,11.7636,19.4052,27.6657,22.0452
argB,777,12.4643,15.4194,20.9405,23.2421
argH,1374,8.9834599999999991,9.33344,13.549,17.8309
oxyS,117,0.685978,1.94907,2.76983,3.15495
oxyR,918,68.9665,54.6372,121.03,157.409
sthA,1401,178.773,130.941,363.674,212.98
fabR,705,445.475,483.71,59.0079,79.4738
yijD,360,458.945,429.503,103.839,127.434
trmA,1101,95.7535,97.1972,136.567,123.282
btuB,1845,23.4417,19.1817,111.462,114.995
murI,858,44.1383,40.065,89.415,102.064
rrsB,1542,91.7383,134.324,200.481,50.6443
gltT,76,3357.66,4896.41,662.006,743.877
rrlB,2904,170.765,259.634,284.149,205.091
rrfB,120,1.92063,3.71678,0,0.2686
murB,1029,49.3059,41.4698,65.2704,63.9491
birA,966,22.1658,21.8527,23.2696,24.2818
coaA,951,17.8726,17.1623,35.626,36.1167
thrU,76,218.237,220.552,44.0793,51.1113
tyrU,85,1054.49,1160.92,833.594,948.343
glyT,75,774.093,881.712,787.658,875.077
thrT,76,1154.47,1020,1508.98,1595.12
tufB,1185,3422.18,2669.29,4438.67,4021.26
secE,384,691.126,771.526,538.29,594.549
nusG,546,493.87,511.227,517.815,481.519
rplK,429,2005.6,1950.58,6264.92,5135.1
rplA,705,2161.52,2170.37,6455.89,5450.17
rplJ,498,2412.63,2374.7,9572.33,8704.86
rplL,366,908.485,1020.66,3280.53,3222.3
rpoB,4029,333.591,265.497,1224.3,1005.42
rpoC,4224,284.303,219.631,1057.27,1033.65
yjaZ,540,15.3811,15.8145,12.687,12.7797
sroH,161,21.6854,16.6388,61.6123,60.8983
thiH,1134,104.551,79.4491,294.322,276.718
thiG,771,105.25,83.607,247.67,266.468
thiS,201,89.1201,67.7676,188.313,231.822
thiF,756,118.328,88.9946,276.557,295.53
thiE,636,125.37,94.7259,242.575,281.989
thiC,1896,224.701,163.717,451.978,523.956
rsd,477,86.1611,60.4712,110.507,98.3559
nudC,774,29.5999,24.5838,60.3722,59.5654
hemE,1065,70.4058,53.4027,116.745,140.242
nfi,672,30.117,29.0069,51.5906,61.1648
yjaG,591,41.7853,38.0106,80.8182,93.6998
hupA,273,622.275,421.014,1630.62,1975.84
yjaH,696,24.8062,19.5608,36.54,37.4649
zraP,426,8.6822,7.56223,3.06173,3.92336
zraS,1398,4.46675,4.3861,5.26553,9.00962
zraR,1326,50.6168,57.0835,9.75727,15.2296
purD,1290,62.8251,66.4853,514.769,235.597
purH,1590,77.9538,87.9371,639.142,269.226
rrsE,1542,91.7383,134.324,200.481,50.6443
gltV,76,3357.66,4896.41,662.006,743.877
rrlE,2904,174.642,258.726,291.807,198.518
rrfE,120,1.92063,3.71678,0,0.2686
yjaA,384,13.4979,15.3646,5.87725,6.76879
yjaB,444,3.81989,3.98995,2.20342,1.67319
metA,930,7.82501,6.2352,12.4493,10.968
aceB,1602,215.154,140.83,647.501,491.822
aceA,1305,259.286,175.568,661.361,508.948
aceK,1737,41.9444,28.6205,145.699,103.827
arpA,2187,0.910081,0.849326,2.05683,1.94455
iclR,825,43.099,38.1239,78.2554,85.5699
metH,3684,11.1105,8.75775,68.0493,98.5516
yjbB,1632,10.4689,8.35459,16.6122,24.833
pepE,690,6.70054,5.9112,23.6498,82.161
rluF,873,21.8571,19.9992,26.6086,36.6929
yjbD,273,76.9276,65.7069,33.0327,58.5211
lysC,1350,14.6433,10.8407,35.0232,47.495
pgi,1650,199.623,122.309,379.103,386.039
yjbE,243,26.5395,20.1713,14.9407,14.0587
yjbF,639,0.860045,0.919963,1.53206,1.86973
yjbG,738,1.16106,1.09549,1.05465,1.0795
yjbH,2097,2.585,2.89845,1.65373,1.38155
yjbT,279,2.48618,2.89131,1.88562,1.42455
psiE,411,46.799,32.4667,14.3404,16.2648
xylE,1476,8.6371,8.20928,2.315,3.00664
malG,891,5.51735,5.37333,6.08809,9.80792
malF,1545,2.99487,2.88604,6.52119,10.8878
malE,1191,3.92504,2.6858,40.2223,50.3056
malK,1116,2.23198,1.85501,10.4888,15.1923
lamB,1341,7.05709,5.9777,16.2615,23.1043
malM,921,17.9274,19.3172,14.8068,22.9865
ubiC,498,19.2712,20.7038,30.6334,31.7608
ubiA,873,19.4121,18.3256,26.321,33.407
plsB,2424,105.272,92.1405,151.243,138.343
dgkA,369,58.5869,53.1092,80.3171,83.2248
lexA,609,99.8415,85.0287,128.758,147.867
dinF,1380,9.78847,10.0923,14.6735,18.2734
yjbJ,210,270.074,190.751,44.2062,63.5176
zur,516,39.7055,32.9372,70.5131,76.7919
yjbL,255,1.20153,0.934338,0,0.103874
yjbM,708,0.342505,0.531996,0.212763,0.18753
dusA,1038,26.0988,26.678,42.0558,47.9111
pspG,243,23.6865,23.6777,7.6249,7.95571
pspH,111,2.45727,1.14995,1.12239,1.42455
qorA,984,27.7597,17.1758,26.0094,43.4376
dnaB,1416,57.1016,49.3482,128.28,127.254
alr,1080,31.854,31.5136,73.9362,71.682
tyrB,1194,25.7535,17.3677,87.8587,87.9862
yjbS,204,0.631769,0.403886,0.245283,0
aphA,714,9.32853,7.92584,21.9417,42.807
yjbQ,417,81.4101,54.3394,100.145,147.845
yjbR,357,37.9403,26.4425,42.7687,66.7021
uvrA,2823,34.5009,29.3135,56.2035,65.3348
ssb,537,60.9347,64.2264,78.9295,90.9456
yjcB,282,331.962,318.184,38.6451,45.1965
pdeC,1587,3.83318,3.6729,2.39066,2.37785
soxS,324,222.911,142.835,72.4077,80.0205
soxR,465,9.3452,10.167,4.80171,7.19003
ryjA,141,18.1272,15.9374,3.0099,5.99249
ghxP,1350,60.8738,82.2723,202.323,153.941
yjcE,1650,16.2479,13.9192,34.0804,53.4089
yjcF,1293,0.237707,0.199065,0.213723,0.1644
actP,1650,5.66765,4.95922,6.59376,3.70448
yjcH,315,4.71327,4.19224,9.3883,3.28189
acs,1959,11.2663,6.7683,22.2426,8.20815
nrfA,1437,4.36812,3.58901,10.6651,23.2631
nrfB,567,3.87626,3.77379,3.71812,10.4869
nrfC,672,1.73197,1.99576,1.56901,5.5317
nrfD,957,1.94336,2.2759,2.23072,5.3572
nrfE,1659,1.29708,1.25248,1.1965,2.67519
nrfF,384,0.504595,0.645169,0.457119,1.17418
nrfG,597,2.7072,2.44606,1.51354,3.33508
gltP,1314,21.8399,21.1906,96.7998,121.715
yjcO,690,37.017,35.6402,22.1217,30.1321
fdhF,2148,8.85917,10.531,9.75712,25.5647
mdtP,1467,1.08074,1.23456,1.01046,1.08685
mdtO,2052,1.52191,1.28607,0.85723800000000006,1.36002
mdtN,1032,1.44181,1.41601,0.827505,1.00395
ytcA,276,0.175333,0.431752,0.0907637,0.191998
yjcS,1986,0.961405,0.963021,0.569386,0.575462
alsK,930,3.52995,3.77471,4.4288,5.05556
alsE,696,1.83492,1.1615,2.45283,2.86137
alsC,981,1.68155,1.73313,2.48343,2.27465
alsA,1533,1.0659,1.00752,0.622802,1.21344
alsB,936,2.24608,2.43491,2.76369,3.85963
alsR,891,10.8532,9.65342,18.9407,25.2502
rpiB,450,2.47682,3.22293,2.62007,5.60135
yjdP,330,21.1289,19.2053,28.8634,28.6001
phnP,759,11.9288,13.4,7.87328,7.83755
phnO,435,11.2135,11.2252,4.67079,5.79406
phnN,558,5.76319,4.6245,1.57416,1.95037
phnM,1137,6.72885,5.87709,1.25929,1.7759
phnL,681,16.9012,16.9559,6.26696,7.79815
phnK,759,7.5407,6.98446,0.628539,1.36457
phnJ,846,10.5697,7.39663,1.18732,1.19302
phnI,1065,12.848,11.2191,0.919813,0.898031
phnH,585,12.8187,10.2515,1.41582,1.99665
phnG,453,9.12864,9.01726,1.32907,1.8743
phnF,726,15.5878,14.8055,1.31414,1.79229
phnD,1017,46.4362,44.1727,1.11137,0.705281
phnC,789,32.0913,28.3442,0.795619,1.27909
yjdN,444,27.2486,18.544,3.67236,4.18296
yjdM,336,71.5778,72.6689,141.673,155.526
rdcA,2229,17.7354,12.6691,106.496,154.351
rdcB,879,28.6988,23.2291,135.85,226.241
proP,1503,804.395,745.323,221.811,247.388
pmrR,90,228.07,196.023,78.1875,87.9571
basS,1092,52.0183,42.1432,9.75299,15.8139
basR,669,69.9513,49.2249,16.2107,21.3924
eptA,1644,29.4061,23.7401,2.12442,2.08531
adiC,1338,2.59944,2.57645,1.89641,2.50228
adiY,762,1.12454,1.10926,1.71345,7.77188
adiA,2268,9.39666,9.77942,3.24657,4.75814
melR,909,7.54304,7.79441,13.2062,19.5493
melA,1356,5.77414,5.87095,3.14964,5.3301
melB,1422,6.81466,6.44556,5.24739,6.85815
yjdF,630,8.90271,7.93122,8.36724,11.252
fumB,1647,16.5132,12.6216,6.07181,27.0435
dcuB,1341,11.038,10.8037,7.71857,26.7502
dcuR,720,17.8506,13.8058,29.8491,38.5414
dcuS,1632,8.89259,10.5911,10.9619,15.3558
yjdI,231,14.7935,8.44621,9.31971,9.39879
yjdJ,273,27.0606,13.5308,14.6812,17.566
ghoS,297,2.17303,1.51269,3.29034,17.7575
ghoT,174,4.81047,2.89131,1.72399,7.74958
lysU,1518,127.733,91.3119,44.457,73.718
dtpC,1458,4.36073,4.08592,4.13569,4.02794
cadA,2148,3.84199,3.94698,2.52702,3.05637
cadB,1335,5.44079,6.04587,1.2232,1.41318
cadC,1539,4.45725,4.18762,3.31411,4.90392
pheU,76,14.6122,17.6824,6.69353,6.73426
yjdC,576,75.5584,47.465,73.1153,79.222
dsbD,1698,23.326,18.5455,41.5228,50.6322
cutA,339,31.7592,24.0273,33.4974,46.379
dcuA,1302,54.5434,45.0733,134.854,338.855
aspA,1437,29.9239,27.8612,157.913,544.575
fxsA,477,8.53483,8.08336,6.57467,12.7952
yjeH,1257,6.7047,6.53773,11.6315,14.4584
groS,294,340.135,228.775,339.283,545.445
groL,1647,519.17,328.809,559.705,939.003
yjeI,354,99.141,73.0788,138.881,211.161
yjeJ,870,5.11136,4.68959,5.8019,7.5104
epmB,1029,32.6611,29.1083,65.4657,64.5171
efp,567,268.459,213.94,943.251,744.146
ecnA,126,29.8287,31.6554,53.4505,50.8802
ecnB,147,99.2128,74.4051,42.8086,48.3322
gdx,318,13.4486,16.294,6.38391,10.5867
blc,534,18.8822,11.3147,10.5736,10.1893
ampC,1134,5.47718,4.70113,12.5154,20.7579
frdD,360,19.1489,15.647,30.9917,345.987
frdC,396,17.9426,14.4599,34.0076,370.743
frdB,735,29.3207,18.6868,68.4219,578.875
frdA,1809,44.8464,33.9776,181.075,853.711
epmA,978,13.9401,15.2419,22.0855,36.3429
yjeM,1503,6.84591,6.77739,2.08956,3.67757
yjeN,315,5.12312,6.25924,1.90949,3.36604
yjeO,315,6.04529,7.68577,4.05766,6.39547
mscM,3324,13.8374,12.2155,18.1246,22.1771
psd,969,69.0956,57.0187,118.269,143.211
rsgA,1053,66.6916,63.5857,118.194,153.52
orn,546,62.2406,47.0409,59.3837,73.4553
glyV,76,13265.6,18192.8,1125.41,1176.36
glyX,76,13265.6,18192.8,1125.41,1176.36
glyY,76,13265.6,18192.8,1125.41,1176.36
yjeV,54,11.7739,10.8723,4.11407,6.28531
queG,1140,22.1766,20.9068,22.5194,25.7993
nnr,1548,18.7601,15.1803,13.7962,18.5575
tsaE,462,27.0634,24.2211,34.3185,38.4804
amiB,1338,39.0762,38.2001,44.2559,53.8983
mutL,1848,36.8873,37.1617,52.5811,61.611
miaA,951,226.749,173.604,198.148,371.753
hfq,309,415.798,291.599,823.345,1220.13
hflX,1281,131.52,110.317,230.863,347.538
hflK,1260,163.739,131.742,392.535,532.466
hflC,1005,98.6632,86.4272,241.469,319.629
yjeT,198,12.5282,11.2799,17.5612,17.7723
purA,1299,566.879,559.401,1405.47,1259.46
nsrR,426,49.8184,51.212,51.4018,68.5032
rnr,2442,59.2429,47.7718,77.5447,119.984
rlmB,732,39.7328,35.4933,72.8865,104.299
yjfI,402,0.642742,0.410902,0.31193,1.05575
yjfJ,699,1.04073,0.985675,0.466915,0.911715
yjfK,660,1.494,1.39177,0.570534,0.563213
yjfL,399,0.809454,0.98896,0.377123,0.598313
yjfM,639,3.26311,4.19733,2.35702,3.78101
yjfC,1164,2.97379,3.41137,0.927971,1.23258
aidB,1626,12.9552,9.49366,5.22301,8.5806
yjfN,276,23.7868,23.0489,9.34866,15.8398
bsmA,330,21.1289,17.8434,22.1793,29.5642
yjfP,750,9.37716,7.33766,15.0983,20.0057
ulaR,756,7.20703,6.4288,18.4327,20.5849
ulaG,1065,2.08058,2.03669,3.86793,4.58994
ulaA,1398,1.27291,1.17708,0.880583,2.20489
ulaB,306,1.79293,1.22862,4.01282,3.72457
ulaC,465,1.14644,1.85572,2.85945,4.90748
ulaD,651,1.88707,2.25758,2.77637,4.5679
ulaE,855,3.61228,3.28865,3.20144,4.97041
ulaF,687,4.82378,5.05445,3.32541,5.91356
yjfY,276,12.9746,9.76423,3.81208,2.97597
rpsF,396,1880.58,2020.84,4199.72,3520.89
priB,315,846.34,857.836,2835.98,2064.22
rpsR,228,1222.17,1229.38,4393.73,3215.04
rplI,450,962.658,1014.77,3000.65,2405.28
yjfZ,795,4.67775,4.98121,4.20079,4.97759
ytfB,639,50.1102,38.3078,49.1439,70.094
fklB,621,121.21,94.1557,291.513,250.312
cycA,1413,69.3474,65.3343,71.833,60.875
ytfE,663,9.4355,9.31047,8.7844,9.05079
ytfF,966,13.9457,13.0526,8.63185,5.71983
qorB,861,4.86423,4.94133,10.4708,11.7843
ytfH,381,7.28932,5.8762,6.3183,6.96118
cpdB,1944,9.62189,7.70499,18.3165,27.5897
cysQ,741,37.5272,23.7306,46.0138,69.7046
ytfI,939,1.5328,1.31144,0.641912,1.01841
ytfJ,555,9.57951,7.01555,7.86804,9.9958
ytfK,207,303.467,277.537,70.5897,86.0395
ytfL,1344,25.4451,23.1188,24.3378,29.7155
msrA,639,56.9906,35.433,56.7649,87.2955
tamA,1734,18.3538,16.4745,26.0979,34.4389
tamB,3780,17.5935,18.92,21.8501,36.7825
ytfP,342,50.2664,47.8488,44.3459,54.5013
chpS,252,22.7159,22.4355,20.6697,29.4295
chpB,351,16.419,15.4198,11.0709,19.566
ppa,531,980.382,702.803,2045.49,1662.38
ytfQ,957,11.3898,9.04598,5.03881,7.16144
ytfR,1503,5.67263,4.77109,4.19583,5.10971
ytfT,1026,2.99506,2.32902,1.66468,2.69283
yjfF,996,5.82937,5.27802,3.2278,4.85425
fbp,999,96.7459,74.2502,160.881,162.794
mpl,1374,78.3787,72.9012,84.5488,100.758
yjgA,552,69.4988,62.4843,92.7919,98.6249
tldE,1353,53.8879,40.1957,93.3431,114.497
nrdG,465,5.62796,4.56033,6.79793,32.4122
nrdD,2139,6.29407,5.97546,20.0662,91.5674
treC,1656,2.36437,2.09865,3.09528,4.10831
treB,1422,4.69859,4.71295,5.61842,6.87684
treR,948,9.04132,7.08633,28.7181,26.956
mgtL,54,30088.4,10615.2,268.786,217.568
mgtA,2697,9106.74,4440.12,61.4561,53.755
ridA,387,713.321,504.77,3813.55,3012.54
pyrI,462,94.582,94.7582,4299.1,3124.55
pyrB,936,55.0981,68.5701,2119.24,1605.97
pyrL,135,8.45165,12.3789,37.8972,29.5246
yjgH,396,6.68768,5.53832,8.61272,8.23874
bdcA,714,6.38506,7.01231,8.50945,10.3763
bdcR,594,6.20354,5.22601,17.2822,18.4131
tabA,453,21.003,14.0426,60.1957,100.217
yjgL,1815,1.69379,1.63628,2.33972,3.2361
argI,1005,5.14128,8.14798,19.8183,20.1949
rraB,417,243.107,181.77,235.236,302.115
yjgM,504,22.6647,20.3667,34.999,44.495
yjgN,1197,0.648644,0.614333,0.482684,0.421738
valS,2856,80.4071,74.9623,303.969,285.844
holC,444,34.1971,36.0336,55.1419,77.5641
pepA,1512,102.527,89.8682,181.99,241.592
ytgA,51,184.929,224.153,147.465,171.312
lptF,1101,88.1291,89.9928,69.3104,86.2179
lptG,1083,68.5497,73.8856,71.6673,91.4273
yjgR,1503,18.471,15.9831,7.9236,9.42378
idnR,999,7.91646,6.58694,8.02016,10.3176
idnT,1320,3.63978,2.9528,3.17838,3.66365
idnO,765,2.28253,2.61817,1.87085,2.88135
idnD,1032,0.799267,0.721365,0.705813,1.46731
idnK,564,4.72778,5.61747,0.756472,1.45901
ahr,1020,30.079,19.8499,8.44618,9.68865
leuX,85,26.1661,40.1147,23.9722,40.506
insC6,366,18.6226,16.0471,19.467,25.215
insD6,906,14.8444,15.3784,9.78035,19.3647
yjgZ,330,4.93987,5.72545,2.05082,2.5708
insG,1329,8.58143,7.24903,11.7201,13.0959
nanX,1218,0.86324,0.754687,2.84621,2.81405
nanY,1119,3.75818,2.57918,6.28539,6.50547
ythA,126,1.65715,2.24558,1.97965,1.88445
insI3,1152,8.06612,7.83575,10.4696,13.6496
fecE,768,31.1992,19.9305,241.444,163.942
fecD,957,15.0062,11.3891,225.041,160.105
fecC,999,29.5127,19.172,427.004,285.728
fecB,903,63.055,42.5076,1169.58,784.161
fecA,2325,111.43,63.6301,2631.03,1763.17
fecR,954,13.9175,13.0143,126.761,209.977
fecI,522,39.6524,35.532,318.572,487.142
ykiE,69,46.717,37.3242,53.1564,82.0544
insA7,276,41.7292,32.2153,22.2371,35.5513
yjhU,987,41.5378,37.4224,43.5397,56.7092
yjhF,1350,6.98611,6.87078,3.07058,3.50357
yjhG,1968,7.47378,7.82132,5.93744,8.96744
yjhH,906,6.08652,5.51775,3.9916,4.01661
yjhI,789,0.16394,0.372643,0.445547,1.04347
sgcR,783,3.65493,3.4616,2.82201,3.73098
sgcE,633,4.87715,4.13548,5.11555,7.63358
sgcA,432,7.62719,6.3526300000000004,8.3031,11.4842
ryjB,90,2.13482,2.0219,2.48653,2.33773
sgcQ,807,21.0378,20.2665,12.1352,17.7388
sgcC,1314,1.79742,1.721,1.22362,1.81996
sgcB,279,2.02363,1.37994,1.34687,1.23461
sgcX,1122,6.25651,6.49627,3.69399,5.4935600000000004
yjhP,747,1.75309,1.99243,2.62171,4.47935
yjhQ,546,4.5578,4.42322,2.84968,5.49335
topAI,258,11.5636,10.4428,11.9398,16.9407
ythB,99,2.10458,1.74793,1.00566,2.12734
nanS,981,3.77525,2.93227,1.17771,1.35396
nanM,1107,5.4061,4.5583,2.15564,2.61597
nanC,717,2.57041,2.21662,0.350161,0.592573
fimB,603,18.5209,18.0489,38.9195,86.9953
fimE,597,8.17575,8.7535,1.93397,2.66806
fimA,549,460.653,351.526,608.426,621.52
fimI,540,87.2295,73.0869,67.6173,71.714
fimC,726,22.0234,19.9557,22.1674,23.7021
fimD,2637,8.9537,9.34261,7.42429,8.38677
fimF,531,9.43348,6.60575,9.26268,8.89722
fimG,504,9.23258,7.28684,9.95705,8.63572
fimH,903,13.5924,11.6624,10.2902,10.619
gntP,1344,2.51563,2.48971,2.00011,4.03324
uxuA,1185,4.61375,3.56815,12.2952,15.2017
uxuB,1461,6.93185,6.43093,12.7771,15.0056
uxuR,774,14.8313,14.6838,20.243,26.8662
yjiC,831,0.525367,0.353832,0.302182,0.639223
ytiC,102,0,0.178634,0,0.258172
ytiD,144,2.90287,1.83993,2.60085,15.0381
idlP,84,3.61873,3.24693,6.80301,29.7201
iraD,393,3.78019,2.61512,4.08391,19.5726
hypT,912,15.0542,12.2628,23.6545,25.0189
iadA,1173,15.6789,14.1442,82.9414,75.2223
yjiG,462,3.32173,2.98044,5.15863,6.20281
yjiH,684,1.22895,1.06098,4.29425,4.69722
kptA,555,8.12365,7.32992,5.51667,8.32186
yjiJ,1179,5.06252,5.42622,3.43033,3.01973
yjiK,861,4.80789,4.50376,2.88749,4.96666
ytiA,258,8.2508,6.25149,5.92137,9.34303
yjiL,768,4.02095,4.36653,1.602,4.87572
yjiM,1152,1.6849,2.48143,3.6633,13.860900000000001
yjiN,1281,5.53106,4.72181,5.84414,8.56659
mdtM,1233,3.94887,3.91394,2.81162,6.11997
yjiR,1413,11.3232,11.3401,13.9399,8.61315
yjiS,165,2.24306,1.55175,1.06019,2.24267
yjiT,1518,12.8106,10.9984,18.0576,30.5831
mcrC,1047,3.46026,3.23918,8.13262,7.89124
mcrB,1380,8.89754,8.00721,22.7567,23.0102
symE,342,2.45432,3.5672,1.61258,2.48086
symR,77,23.4534,18.7531,4.19026,3.40919
hsdS,1395,6.59856,6.10892,38.937,32.8586
hsdM,1590,20.4119,17.9829,78.4903,79.6414
hsdR,3513,16.166,12.9119,48.6733,89.5218
mrr,915,14.0859,14.1007,22.0126,38.6392
yjiA,957,21.7995,16.8532,43.1186,59.3456
yjiX,204,15.0835,13.0141,35.1982,53.0537
btsT,2151,4.5513,3.69353,9.69679,12.0355
tsr,1656,28.4115,22.8186,911.074,787.769
lgoT,1362,8.10048,8.30869,38.9759,40.5021
lgoR,915,1.43157,1.63705,5.10516,10.596
lgoD,1023,3.14612,3.80024,0.736569,0.986801
opgB,2292,112.497,124.795,32.1698,30.6158
yjjA,495,55.2256,44.6627,62.0936,65.3534
dnaC,738,32.3343,27.2752,30.4829,39.4018
dnaT,540,37.4653,37.2236,25.281,34.8002
yjjB,474,4.63519,3.27313,4.07558,12.4281
yjjP,771,5.76683,5.42206,7.97886,24.5594
yjjQ,726,1.22476,1.34135,0.380409,0.658391
bglJ,678,20.0992,16.4618,46.6544,62.3084
fhuF,789,119.738,93.6033,608.362,760.388
yjjZ,237,13.8083,16.6598,9.40167,27.1503
leuV,87,312.905,586.072,162.752,169.031
leuP,87,329.551,717.322,148.283,160.118
leuQ,87,312.905,586.072,162.752,169.031
rsmC,1032,40.3865,39.6038,64.5454,58.6407
holD,414,70.4517,80.2696,84.936,84.1323
rimI,447,33.3538,35.1763,45.9058,46.298
yjjG,678,37.0036,34.9694,57.6145,53.4184
prfC,1590,83.245,69.0001,226.195,173.807
osmY,606,410.088,259.045,148.074,118.721
ytjA,162,221.88,177.446,46.1186,39.1534
yjjU,1074,48.2962,40.3329,35.5958,49.1019
yjjV,780,32.1294,29.354,27.5237,34.9335
yjjW,864,4.7725,5.4347,1.74392,14.4179
yjjI,1551,5.43461,5.0681,15.9079,70.3857
deoC,780,34.8034,22.1922,62.9022,110.01
deoA,1323,22.9019,15.2933,31.6928,57.0998
deoB,1224,87.1435,61.5437,145.308,180.281
deoD,720,64.6665,41.6727,273.733,346.319
yjjJ,1332,10.3717,8.52329,15.8997,22.1032
lplA,1017,15.8551,13.2843,30.7231,42.2646
